id_cliente;probabilidad_abandono;riesgo
2581;0.11;Bajo
2582;0.03;Bajo
2583;0.03;Bajo
2584;0.06;Bajo
2585;0.0;
2586;0.15;Bajo
2587;0.12;Bajo
2588;0.06;Bajo
2589;0.18;Bajo
2590;0.01;Bajo
2591;0.6;Medio
2592;0.67;Medio
2593;0.08;Bajo
2594;0.19;Bajo
2595;0.0;
2596;0.01;Bajo
2597;0.43;Medio
2598;0.03;Bajo
2599;0.76;Alto
2600;0.08;Bajo
2601;0.14;Bajo
2602;0.03;Bajo
2603;0.88;Alto
2604;0.06;Bajo
2605;0.02;Bajo
2606;0.05;Bajo
2607;0.01;Bajo
2608;0.98;Alto
2609;0.14;Bajo
2610;0.01;Bajo
2611;0.19;Bajo
2612;0.05;Bajo
2613;0.03;Bajo
2614;0.06;Bajo
2615;0.0;
2616;0.01;Bajo
2617;0.0;
2618;0.68;Medio
2619;0.76;Alto
2620;0.35;Medio
2621;0.15;Bajo
2622;0.09;Bajo
2623;0.58;Medio
2624;0.1;Bajo
2625;0.17;Bajo
2626;0.33;Medio
2627;0.8;Alto
2628;0.19;Bajo
2629;0.1;Bajo
2630;0.07;Bajo
2631;0.1;Bajo
2632;0.01;Bajo
2633;0.04;Bajo
2634;0.17;Bajo
2635;0.14;Bajo
2636;0.07;Bajo
2637;0.0;
2638;0.0;
2639;0.13;Bajo
2640;0.67;Medio
2641;0.01;Bajo
2642;0.01;Bajo
2643;0.02;Bajo
2644;0.0;
2645;0.03;Bajo
2646;0.04;Bajo
2647;0.7;Medio
2648;0.0;
2649;0.5;Medio
2650;0.03;Bajo
2651;0.78;Alto
2652;0.3;Bajo
2653;0.12;Bajo
2654;0.05;Bajo
2655;0.61;Medio
2656;0.02;Bajo
2657;0.11;Bajo
2658;0.06;Bajo
2659;0.07;Bajo
2660;0.17;Bajo
2661;0.0;
2662;0.9;Alto
2663;0.16;Bajo
2664;0.05;Bajo
2665;0.09;Bajo
2666;0.0;
2667;0.19;Bajo
2668;0.26;Bajo
2669;0.07;Bajo
2670;0.01;Bajo
2671;0.68;Medio
2672;0.0;
2673;0.09;Bajo
2674;0.01;Bajo
2675;0.07;Bajo
2676;0.17;Bajo
2677;0.09;Bajo
2678;0.01;Bajo
2679;0.76;Alto
2680;0.04;Bajo
2681;0.01;Bajo
2682;0.0;
2683;0.13;Bajo
2684;0.09;Bajo
2685;0.34;Medio
2686;0.04;Bajo
2687;0.3;Bajo
2688;0.05;Bajo
2689;0.0;
2690;0.03;Bajo
2691;0.02;Bajo
2692;0.0;
2693;0.28;Bajo
2694;0.2;Bajo
2695;0.0;
2696;0.16;Bajo
2697;0.35;Medio
2698;0.01;Bajo
2699;0.0;
2700;0.0;
2701;0.01;Bajo
2702;0.0;
2703;0.1;Bajo
2704;0.02;Bajo
2705;0.27;Bajo
2706;0.03;Bajo
2707;0.72;Alto
2708;0.31;Medio
2709;0.01;Bajo
2710;0.05;Bajo
2711;0.06;Bajo
2712;0.13;Bajo
2713;0.84;Alto
2714;0.0;
2715;0.33;Medio
2716;0.74;Alto
2717;0.63;Medio
2718;0.05;Bajo
2719;0.2;Bajo
2720;0.08;Bajo
2721;0.0;
2722;0.0;
2723;0.0;
2724;0.16;Bajo
2725;0.07;Bajo
2726;0.62;Medio
2727;0.01;Bajo
2728;0.75;Alto
2729;0.01;Bajo
2730;0.84;Alto
2731;0.84;Alto
2732;0.62;Medio
2733;0.02;Bajo
2734;0.49;Medio
2735;0.87;Alto
2736;0.87;Alto
2737;0.01;Bajo
2738;0.88;Alto
2739;0.46;Medio
2740;0.04;Bajo
2741;0.08;Bajo
2742;0.03;Bajo
2743;0.01;Bajo
2744;0.0;
2745;0.06;Bajo
2746;0.05;Bajo
2747;0.23;Bajo
2748;0.1;Bajo
2749;0.92;Alto
2750;0.0;
2751;0.03;Bajo
2752;0.32;Medio
2753;0.05;Bajo
2754;0.09;Bajo
2755;0.11;Bajo
2756;0.05;Bajo
2757;0.14;Bajo
2758;0.97;Alto
2759;0.03;Bajo
2760;0.03;Bajo
2761;0.19;Bajo
2762;0.08;Bajo
2763;0.04;Bajo
2764;0.0;
2765;0.0;
2766;0.04;Bajo
2767;0.05;Bajo
2768;0.01;Bajo
2769;0.18;Bajo
2770;0.04;Bajo
2771;0.85;Alto
2772;0.07;Bajo
2773;0.04;Bajo
2774;0.46;Medio
2775;0.38;Medio
2776;0.03;Bajo
2777;0.19;Bajo
2778;0.91;Alto
2779;0.15;Bajo
2780;0.0;
2781;0.14;Bajo
2782;0.04;Bajo
2783;0.71;Alto
2784;0.08;Bajo
2785;0.21;Bajo
2786;0.78;Alto
2787;0.02;Bajo
2788;0.13;Bajo
2789;0.17;Bajo
2790;0.0;
2791;0.06;Bajo
2792;0.1;Bajo
2793;0.22;Bajo
2794;0.01;Bajo
2795;0.01;Bajo
2796;0.61;Medio
2797;0.05;Bajo
2798;0.18;Bajo
2799;0.69;Medio
2800;0.0;
2801;0.05;Bajo
2802;0.1;Bajo
2803;0.03;Bajo
2804;0.96;Alto
2805;0.02;Bajo
2806;0.7;Medio
2807;0.02;Bajo
2808;0.77;Alto
2809;0.0;
2810;0.1;Bajo
2811;0.09;Bajo
2812;0.96;Alto
2813;0.02;Bajo
2814;0.15;Bajo
2815;0.01;Bajo
2816;0.72;Alto
2817;0.08;Bajo
2818;0.7;Medio
2819;0.2;Bajo
2820;0.02;Bajo
2821;0.36;Medio
2822;0.22;Bajo
2823;0.01;Bajo
2824;0.0;
2825;0.0;
2826;0.11;Bajo
2827;0.03;Bajo
2828;0.01;Bajo
2829;0.0;
2830;0.68;Medio
2831;0.01;Bajo
2832;0.03;Bajo
2833;0.01;Bajo
2834;0.88;Alto
2835;0.78;Alto
2836;0.76;Alto
2837;0.02;Bajo
2838;0.07;Bajo
2839;0.1;Bajo
2840;0.69;Medio
2841;0.95;Alto
2842;0.21;Bajo
2843;0.52;Medio
2844;0.06;Bajo
2845;0.13;Bajo
2846;0.0;
2847;0.05;Bajo
2848;0.03;Bajo
2849;0.0;
2850;0.0;
2851;0.0;
2852;0.12;Bajo
2853;0.01;Bajo
2854;0.16;Bajo
2855;0.01;Bajo
2856;0.02;Bajo
2857;0.23;Bajo
2858;0.03;Bajo
2859;0.06;Bajo
2860;0.22;Bajo
2861;0.0;
2862;0.88;Alto
2863;0.07;Bajo
2864;0.02;Bajo
2865;0.0;
2866;0.75;Alto
2867;0.23;Bajo
2868;0.09;Bajo
2869;0.04;Bajo
2870;0.1;Bajo
2871;0.17;Bajo
2872;0.0;
2873;0.06;Bajo
2874;0.0;
2875;0.0;
2876;0.03;Bajo
2877;0.0;
2878;0.12;Bajo
2879;0.0;
2880;0.2;Bajo
2881;0.02;Bajo
2882;0.21;Bajo
2883;0.14;Bajo
2884;0.0;
2885;0.07;Bajo
2886;0.44;Medio
2887;0.09;Bajo
2888;0.07;Bajo
2889;0.05;Bajo
2890;0.16;Bajo
2891;0.17;Bajo
2892;0.01;Bajo
2893;0.05;Bajo
2894;0.07;Bajo
2895;0.11;Bajo
2896;0.03;Bajo
2897;0.61;Medio
2898;0.69;Medio
2899;0.75;Alto
2900;0.03;Bajo
2901;0.18;Bajo
2902;0.04;Bajo
2903;0.4;Medio
2904;0.11;Bajo
2905;0.0;
2906;0.03;Bajo
2907;0.02;Bajo
2908;0.87;Alto
2909;0.04;Bajo
2910;0.01;Bajo
2911;0.04;Bajo
2912;0.0;
2913;0.0;
2914;0.19;Bajo
2915;0.02;Bajo
2916;0.03;Bajo
2917;0.24;Bajo
2918;0.08;Bajo
2919;0.0;
2920;0.84;Alto
2921;0.0;
2922;0.0;
2923;0.02;Bajo
2924;0.03;Bajo
2925;0.06;Bajo
2926;0.08;Bajo
2927;0.0;
2928;0.04;Bajo
2929;0.16;Bajo
2930;0.1;Bajo
2931;0.01;Bajo
2932;0.02;Bajo
2933;0.02;Bajo
2934;0.1;Bajo
2935;0.81;Alto
2936;0.92;Alto
2937;0.01;Bajo
2938;0.04;Bajo
2939;0.02;Bajo
2940;0.06;Bajo
2941;0.0;
2942;0.14;Bajo
2943;0.07;Bajo
2944;0.0;
2945;0.01;Bajo
2946;0.03;Bajo
2947;0.98;Alto
2948;0.0;
2949;0.08;Bajo
2950;0.68;Medio
2951;0.06;Bajo
2952;0.02;Bajo
2953;0.0;
2954;0.18;Bajo
2955;0.01;Bajo
2956;0.0;
2957;0.0;
2958;0.8;Alto
2959;0.65;Medio
2960;0.8;Alto
2961;0.0;
2962;0.08;Bajo
2963;0.09;Bajo
2964;0.01;Bajo
2965;0.96;Alto
2966;0.33;Medio
2967;0.02;Bajo
2968;0.43;Medio
2969;0.0;
2970;0.78;Alto
2971;0.05;Bajo
2972;0.03;Bajo
2973;0.06;Bajo
2974;0.03;Bajo
2975;0.0;
2976;0.49;Medio
2977;0.0;
2978;0.1;Bajo
2979;0.01;Bajo
2980;0.03;Bajo
2981;0.54;Medio
2982;0.86;Alto
2983;0.98;Alto
2984;0.0;
2985;0.01;Bajo
2986;0.01;Bajo
2987;0.27;Bajo
2988;0.02;Bajo
2989;0.0;
2990;0.73;Alto
2991;0.87;Alto
2992;0.08;Bajo
2993;0.64;Medio
2994;1.0;Alto
2995;0.16;Bajo
2996;0.89;Alto
2997;0.98;Alto
2998;0.0;
2999;0.08;Bajo
3000;0.84;Alto
3001;0.02;Bajo
3002;0.98;Alto
3003;0.85;Alto
3004;0.2;Bajo
3005;0.0;
3006;0.07;Bajo
3007;0.01;Bajo
3008;0.03;Bajo
3009;0.03;Bajo
3010;0.01;Bajo
3011;0.0;
3012;0.01;Bajo
3013;0.11;Bajo
3014;0.42;Medio
3015;0.01;Bajo
3016;0.07;Bajo
3017;0.01;Bajo
3018;0.03;Bajo
3019;0.74;Alto
3020;0.0;
3021;0.07;Bajo
3022;0.0;
3023;0.03;Bajo
3024;0.76;Alto
3025;0.24;Bajo
3026;0.36;Medio
3027;0.04;Bajo
3028;0.73;Alto
3029;0.01;Bajo
3030;0.39;Medio
3031;0.0;
3032;0.01;Bajo
3033;0.0;
3034;0.0;
3035;0.0;
3036;0.86;Alto
3037;0.82;Alto
3038;0.42;Medio
3039;0.05;Bajo
3040;0.01;Bajo
3041;0.0;
3042;0.89;Alto
3043;0.12;Bajo
3044;0.01;Bajo
3045;0.1;Bajo
3046;0.04;Bajo
3047;0.01;Bajo
3048;0.04;Bajo
3049;0.81;Alto
3050;0.03;Bajo
3051;0.98;Alto
3052;0.01;Bajo
3053;0.03;Bajo
3054;0.0;
3055;0.06;Bajo
3056;0.07;Bajo
3057;0.01;Bajo
3058;0.02;Bajo
3059;0.0;
3060;0.75;Alto
3061;0.97;Alto
3062;0.77;Alto
3063;0.57;Medio
3064;0.22;Bajo
3065;0.04;Bajo
3066;0.0;
3067;0.0;
3068;0.21;Bajo
3069;0.02;Bajo
3070;0.02;Bajo
3071;0.72;Alto
3072;0.1;Bajo
3073;0.86;Alto
3074;0.08;Bajo
3075;0.1;Bajo
3076;0.0;
3077;0.06;Bajo
3078;0.02;Bajo
3079;0.18;Bajo
3080;0.73;Alto
3081;0.81;Alto
3082;0.83;Alto
3083;0.03;Bajo
3084;0.0;
3085;0.02;Bajo
3086;0.0;
3087;0.05;Bajo
3088;0.04;Bajo
3089;0.0;
3090;0.08;Bajo
3091;0.03;Bajo
3092;0.02;Bajo
3093;0.44;Medio
3094;0.08;Bajo
3095;0.03;Bajo
3096;0.0;
3097;1.0;Alto
3098;0.02;Bajo
3099;0.01;Bajo
3100;0.0;
3101;0.87;Alto
3102;0.87;Alto
3103;0.0;
3104;0.18;Bajo
3105;0.02;Bajo
3106;0.08;Bajo
3107;0.12;Bajo
3108;0.01;Bajo
3109;0.79;Alto
3110;0.01;Bajo
3111;0.02;Bajo
3112;0.92;Alto
3113;0.73;Alto
3114;0.11;Bajo
3115;0.2;Bajo
3116;0.01;Bajo
3117;0.26;Bajo
3118;0.01;Bajo
3119;0.94;Alto
3120;0.0;
3121;0.02;Bajo
3122;0.0;
3123;0.02;Bajo
3124;0.22;Bajo
3125;0.04;Bajo
3126;0.07;Bajo
3127;0.83;Alto
3128;0.01;Bajo
3129;0.01;Bajo
3130;0.02;Bajo
3131;0.36;Medio
3132;0.03;Bajo
3133;0.04;Bajo
3134;0.04;Bajo
3135;0.02;Bajo
3136;0.05;Bajo
3137;0.02;Bajo
3138;0.29;Bajo
3139;0.03;Bajo
3140;0.01;Bajo
3141;0.05;Bajo
3142;0.78;Alto
3143;0.0;
3144;0.0;
3145;0.69;Medio
3146;0.01;Bajo
3147;0.23;Bajo
3148;0.68;Medio
3149;0.08;Bajo
3150;0.72;Alto
3151;0.03;Bajo
3152;0.03;Bajo
3153;0.04;Bajo
3154;0.09;Bajo
3155;0.82;Alto
3156;0.16;Bajo
3157;0.07;Bajo
3158;0.05;Bajo
3159;0.65;Medio
3160;0.76;Alto
3161;0.17;Bajo
3162;0.94;Alto
3163;0.0;
3164;0.1;Bajo
3165;0.45;Medio
3166;0.01;Bajo
3167;0.96;Alto
3168;0.8;Alto
3169;0.11;Bajo
3170;0.22;Bajo
3171;0.11;Bajo
3172;0.0;
3173;0.5;Medio
3174;0.75;Alto
3175;0.02;Bajo
3176;0.15;Bajo
3177;0.02;Bajo
3178;0.52;Medio
3179;0.22;Bajo
3180;0.02;Bajo
3181;0.1;Bajo
3182;0.01;Bajo
3183;0.93;Alto
3184;0.02;Bajo
3185;0.04;Bajo
3186;0.0;
3187;0.18;Bajo
3188;0.0;
3189;0.06;Bajo
3190;0.8;Alto
3191;0.0;
3192;0.66;Medio
3193;0.76;Alto
3194;0.23;Bajo
3195;0.14;Bajo
3196;0.06;Bajo
3197;0.07;Bajo
3198;0.33;Medio
3199;0.77;Alto
3200;0.06;Bajo
3201;0.6;Medio
3202;0.87;Alto
3203;0.08;Bajo
3204;0.0;
3205;0.9;Alto
3206;0.78;Alto
3207;0.0;
3208;0.02;Bajo
3209;0.1;Bajo
3210;0.74;Alto
3211;0.02;Bajo
3212;0.0;
3213;0.0;
3214;0.0;
3215;0.84;Alto
3216;0.07;Bajo
3217;0.04;Bajo
3218;0.88;Alto
3219;0.0;
3220;0.11;Bajo
3221;0.08;Bajo
3222;0.75;Alto
3223;0.06;Bajo
3224;0.27;Bajo
3225;0.99;Alto
3226;0.03;Bajo
3227;0.38;Medio
3228;0.04;Bajo
3229;0.07;Bajo
3230;0.02;Bajo
3231;0.79;Alto
3232;0.03;Bajo
3233;0.14;Bajo
3234;0.12;Bajo
3235;0.78;Alto
3236;0.03;Bajo
3237;0.65;Medio
3238;0.86;Alto
3239;0.36;Medio
3240;0.01;Bajo
3241;0.0;
3242;0.0;
3243;0.85;Alto
3244;0.0;
3245;0.13;Bajo
3246;0.04;Bajo
3247;0.96;Alto
3248;0.81;Alto
3249;0.02;Bajo
3250;0.03;Bajo
3251;0.74;Alto
3252;0.07;Bajo
3253;0.88;Alto
3254;0.17;Bajo
3255;0.04;Bajo
3256;0.18;Bajo
3257;0.74;Alto
3258;0.03;Bajo
3259;0.05;Bajo
3260;0.03;Bajo
3261;0.75;Alto
3262;0.28;Bajo
3263;0.0;
3264;0.0;
3265;0.03;Bajo
3266;0.09;Bajo
3267;0.15;Bajo
3268;0.03;Bajo
3269;0.17;Bajo
3270;0.07;Bajo
3271;0.69;Medio
3272;0.29;Bajo
3273;0.71;Alto
3274;0.68;Medio
3275;0.7;Medio
3276;0.28;Bajo
3277;0.0;
3278;0.23;Bajo
3279;0.19;Bajo
3280;0.94;Alto
3281;0.07;Bajo
3282;0.83;Alto
3283;0.29;Bajo
3284;0.87;Alto
3285;0.06;Bajo
3286;0.08;Bajo
3287;0.0;
3288;0.39;Medio
3289;0.03;Bajo
3290;0.79;Alto
3291;0.22;Bajo
3292;0.82;Alto
3293;0.03;Bajo
3294;0.12;Bajo
3295;0.75;Alto
3296;0.59;Medio
3297;0.08;Bajo
3298;0.0;
3299;0.83;Alto
3300;0.03;Bajo
3301;0.08;Bajo
3302;0.19;Bajo
3303;0.03;Bajo
3304;0.19;Bajo
3305;0.0;
3306;0.1;Bajo
3307;0.0;
3308;0.0;
3309;0.06;Bajo
3310;0.06;Bajo
3311;0.0;
3312;0.07;Bajo
3313;0.02;Bajo
3314;0.0;
3315;0.92;Alto
3316;0.96;Alto
3317;0.21;Bajo
3318;0.81;Alto
3319;0.07;Bajo
3320;0.76;Alto
3321;0.13;Bajo
3322;0.01;Bajo
3323;0.06;Bajo
3324;0.01;Bajo
3325;0.0;
3326;0.1;Bajo
3327;0.11;Bajo
3328;0.38;Medio
3329;0.02;Bajo
3330;0.65;Medio
3331;0.0;
3332;0.0;
3333;0.11;Bajo
3334;0.0;
3335;0.88;Alto
3336;0.18;Bajo
3337;0.65;Medio
3338;0.13;Bajo
3339;0.68;Medio
3340;0.46;Medio
3341;0.03;Bajo
3342;0.09;Bajo
3343;0.08;Bajo
3344;0.27;Bajo
3345;0.14;Bajo
3346;0.02;Bajo
3347;0.17;Bajo
3348;0.15;Bajo
3349;0.72;Alto
3350;0.08;Bajo
3351;0.0;
3352;0.09;Bajo
3353;0.82;Alto
3354;0.89;Alto
3355;0.0;
3356;0.14;Bajo
3357;0.02;Bajo
3358;0.75;Alto
3359;0.01;Bajo
3360;0.19;Bajo
3361;0.0;
3362;0.0;
3363;0.19;Bajo
3364;0.03;Bajo
3365;0.67;Medio
3366;0.72;Alto
3367;0.0;
3368;0.74;Alto
3369;0.02;Bajo
3370;0.03;Bajo
3371;0.39;Medio
3372;0.97;Alto
3373;0.04;Bajo
3374;0.0;
3375;0.15;Bajo
3376;0.88;Alto
3377;0.0;
3378;0.0;
3379;0.68;Medio
3380;0.0;
3381;0.12;Bajo
3382;0.52;Medio
3383;0.11;Bajo
3384;0.01;Bajo
3385;0.03;Bajo
3386;0.78;Alto
3387;0.04;Bajo
3388;0.04;Bajo
3389;0.11;Bajo
3390;0.13;Bajo
3391;0.12;Bajo
3392;0.01;Bajo
3393;0.15;Bajo
3394;0.05;Bajo
3395;0.01;Bajo
3396;0.85;Alto
3397;0.01;Bajo
3398;0.85;Alto
3399;0.89;Alto
3400;0.85;Alto
3401;0.0;
3402;0.01;Bajo
3403;0.01;Bajo
3404;0.22;Bajo
3405;0.0;
3406;0.0;
3407;0.22;Bajo
3408;0.05;Bajo
3409;1.0;Alto
3410;0.04;Bajo
3411;0.92;Alto
3412;0.0;
3413;0.93;Alto
3414;0.07;Bajo
3415;0.89;Alto
3416;0.83;Alto
3417;0.01;Bajo
3418;0.06;Bajo
3419;0.18;Bajo
3420;0.0;
3421;0.95;Alto
3422;0.34;Medio
3423;0.96;Alto
3424;0.89;Alto
3425;0.41;Medio
3426;0.0;
3427;0.45;Medio
3428;0.0;
3429;0.0;
3430;0.48;Medio
3431;0.41;Medio
3432;0.0;
3433;0.03;Bajo
3434;0.0;
3435;0.0;
3436;0.79;Alto
3437;0.61;Medio
3438;0.02;Bajo
3439;0.0;
3440;0.1;Bajo
3441;0.57;Medio
3442;0.8;Alto
3443;0.09;Bajo
3444;0.0;
3445;0.02;Bajo
3446;0.1;Bajo
3447;0.33;Medio
3448;0.0;
3449;0.01;Bajo
3450;0.02;Bajo
3451;0.01;Bajo
3452;0.37;Medio
3453;0.03;Bajo
3454;0.0;
3455;0.09;Bajo
3456;0.7;Medio
3457;0.03;Bajo
3458;0.77;Alto
3459;0.02;Bajo
3460;0.18;Bajo
3461;0.02;Bajo
3462;0.06;Bajo
3463;0.0;
3464;0.14;Bajo
3465;0.01;Bajo
3466;0.19;Bajo
3467;0.2;Bajo
3468;0.0;
3469;0.2;Bajo
3470;0.8;Alto
3471;0.07;Bajo
3472;0.09;Bajo
3473;0.02;Bajo
3474;0.0;
3475;0.0;
3476;0.0;
3477;0.61;Medio
3478;0.0;
3479;0.0;
3480;0.0;
3481;0.01;Bajo
3482;0.13;Bajo
3483;0.14;Bajo
3484;0.92;Alto
3485;0.01;Bajo
3486;0.22;Bajo
3487;0.11;Bajo
3488;0.38;Medio
3489;0.76;Alto
3490;0.74;Alto
3491;0.01;Bajo
3492;0.02;Bajo
3493;0.27;Bajo
3494;0.0;
3495;0.0;
3496;0.01;Bajo
3497;0.0;
3498;0.65;Medio
3499;0.41;Medio
3500;0.05;Bajo
3501;0.25;Bajo
3502;0.76;Alto
3503;0.0;
3504;0.0;
3505;0.06;Bajo
3506;0.85;Alto
3507;0.0;
3508;0.15;Bajo
3509;0.13;Bajo
3510;0.01;Bajo
3511;0.22;Bajo
3512;0.9;Alto
3513;0.02;Bajo
3514;0.63;Medio
3515;0.98;Alto
3516;0.02;Bajo
3517;0.53;Medio
3518;0.01;Bajo
3519;0.0;
3520;0.15;Bajo
3521;0.09;Bajo
3522;0.02;Bajo
3523;0.88;Alto
3524;0.88;Alto
3525;0.67;Medio
3526;0.01;Bajo
3527;0.1;Bajo
3528;0.5;Medio
3529;0.4;Medio
3530;0.9;Alto
3531;0.02;Bajo
3532;0.0;
3533;0.86;Alto
3534;0.01;Bajo
3535;0.0;
3536;0.01;Bajo
3537;0.12;Bajo
3538;0.06;Bajo
3539;0.0;
3540;0.49;Medio
3541;0.09;Bajo
3542;0.0;
3543;1.0;Alto
3544;0.14;Bajo
3545;0.04;Bajo
3546;0.6;Medio
3547;0.23;Bajo
3548;0.89;Alto
3549;0.73;Alto
3550;0.09;Bajo
3551;0.01;Bajo
3552;0.03;Bajo
3553;0.01;Bajo
3554;0.01;Bajo
3555;0.06;Bajo
3556;0.03;Bajo
3557;0.06;Bajo
3558;0.0;
3559;0.05;Bajo
3560;0.03;Bajo
3561;0.0;
3562;0.02;Bajo
3563;0.76;Alto
3564;0.95;Alto
3565;0.18;Bajo
3566;0.06;Bajo
3567;0.02;Bajo
3568;0.03;Bajo
3569;0.0;
3570;0.95;Alto
3571;0.06;Bajo
3572;0.89;Alto
3573;0.71;Alto
3574;0.09;Bajo
3575;0.92;Alto
3576;0.13;Bajo
3577;0.0;
3578;0.0;
3579;0.27;Bajo
3580;0.15;Bajo
3581;0.18;Bajo
3582;0.16;Bajo
3583;0.04;Bajo
3584;0.68;Medio
3585;0.71;Alto
3586;0.02;Bajo
3587;0.0;
3588;0.0;
3589;0.0;
3590;0.05;Bajo
3591;0.1;Bajo
3592;0.86;Alto
3593;0.03;Bajo
3594;0.15;Bajo
3595;0.01;Bajo
3596;0.05;Bajo
3597;0.05;Bajo
3598;0.04;Bajo
3599;0.01;Bajo
3600;0.01;Bajo
3601;0.2;Bajo
3602;0.0;
3603;0.09;Bajo
3604;0.01;Bajo
3605;0.02;Bajo
3606;0.01;Bajo
3607;0.01;Bajo
3608;0.25;Bajo
3609;0.72;Alto
3610;0.59;Medio
3611;0.35;Medio
3612;0.02;Bajo
3613;0.92;Alto
3614;0.0;
3615;0.0;
3616;0.02;Bajo
3617;0.61;Medio
3618;0.03;Bajo
3619;0.03;Bajo
3620;0.09;Bajo
3621;0.16;Bajo
3622;0.07;Bajo
3623;0.14;Bajo
3624;0.3;Bajo
3625;0.06;Bajo
3626;0.0;
3627;0.02;Bajo
3628;0.0;
3629;0.07;Bajo
3630;0.0;
3631;0.06;Bajo
3632;0.25;Bajo
3633;0.08;Bajo
3634;0.07;Bajo
3635;0.01;Bajo
3636;0.0;
3637;0.2;Bajo
3638;0.7;Medio
3639;0.67;Medio
3640;0.02;Bajo
3641;0.12;Bajo
3642;0.14;Bajo
3643;0.02;Bajo
3644;0.09;Bajo
3645;0.1;Bajo
3646;0.7;Medio
3647;0.0;
3648;0.45;Medio
3649;0.0;
3650;0.82;Alto
3651;0.0;
3652;0.05;Bajo
3653;0.0;
3654;0.05;Bajo
3655;0.17;Bajo
3656;0.0;
3657;0.39;Medio
3658;0.26;Bajo
3659;0.06;Bajo
3660;0.22;Bajo
3661;0.0;
3662;0.09;Bajo
3663;0.08;Bajo
3664;0.02;Bajo
3665;0.68;Medio
3666;0.24;Bajo
3667;0.59;Medio
3668;0.94;Alto
3669;0.01;Bajo
3670;0.01;Bajo
3671;0.28;Bajo
3672;0.05;Bajo
3673;0.03;Bajo
3674;0.01;Bajo
3675;0.64;Medio
3676;0.06;Bajo
3677;0.0;
3678;0.0;
3679;0.13;Bajo
3680;0.08;Bajo
3681;0.01;Bajo
3682;0.33;Medio
3683;0.83;Alto
3684;0.0;
3685;0.24;Bajo
3686;0.04;Bajo
3687;0.06;Bajo
3688;0.05;Bajo
3689;0.77;Alto
3690;0.27;Bajo
3691;0.13;Bajo
3692;0.04;Bajo
3693;0.01;Bajo
3694;0.78;Alto
3695;0.95;Alto
3696;0.93;Alto
3697;0.42;Medio
3698;0.09;Bajo
3699;0.83;Alto
3700;0.7;Medio
3701;0.04;Bajo
3702;0.12;Bajo
3703;0.18;Bajo
3704;0.0;
3705;0.0;
3706;0.04;Bajo
3707;0.15;Bajo
3708;0.8;Alto
3709;0.15;Bajo
3710;0.25;Bajo
3711;0.83;Alto
3712;0.86;Alto
3713;0.07;Bajo
3714;0.97;Alto
3715;0.05;Bajo
3716;0.14;Bajo
3717;0.14;Bajo
3718;0.02;Bajo
3719;0.25;Bajo
3720;0.2;Bajo
3721;0.04;Bajo
3722;0.01;Bajo
3723;0.15;Bajo
3724;0.04;Bajo
3725;0.05;Bajo
3726;0.07;Bajo
3727;0.18;Bajo
3728;0.09;Bajo
3729;0.25;Bajo
3730;0.02;Bajo
3731;0.17;Bajo
3732;0.07;Bajo
3733;0.03;Bajo
3734;0.72;Alto
3735;0.01;Bajo
3736;0.06;Bajo
3737;0.04;Bajo
3738;0.0;
3739;0.83;Alto
3740;0.22;Bajo
3741;0.75;Alto
3742;0.57;Medio
3743;0.12;Bajo
3744;0.93;Alto
3745;0.64;Medio
3746;0.05;Bajo
3747;0.01;Bajo
3748;0.13;Bajo
3749;0.0;
3750;0.0;
3751;0.01;Bajo
3752;0.02;Bajo
3753;0.0;
3754;0.0;
3755;0.04;Bajo
3756;0.01;Bajo
3757;0.0;
3758;0.62;Medio
3759;0.01;Bajo
3760;0.84;Alto
3761;0.04;Bajo
3762;0.02;Bajo
3763;0.05;Bajo
3764;0.03;Bajo
3765;0.26;Bajo
3766;0.61;Medio
3767;0.14;Bajo
3768;0.89;Alto
3769;0.18;Bajo
3770;0.57;Medio
3771;0.01;Bajo
3772;0.0;
3773;0.38;Medio
3774;0.12;Bajo
3775;0.06;Bajo
3776;0.3;Bajo
3777;0.03;Bajo
3778;0.48;Medio
3779;0.01;Bajo
3780;0.0;
3781;0.01;Bajo
3782;0.17;Bajo
3783;0.61;Medio
3784;0.99;Alto
3785;0.16;Bajo
3786;0.13;Bajo
3787;0.01;Bajo
3788;0.0;
3789;0.08;Bajo
3790;0.91;Alto
3791;0.08;Bajo
3792;0.01;Bajo
3793;0.05;Bajo
3794;0.16;Bajo
3795;0.03;Bajo
3796;0.56;Medio
3797;0.05;Bajo
3798;0.02;Bajo
3799;0.03;Bajo
3800;0.13;Bajo
3801;0.03;Bajo
3802;0.68;Medio
3803;0.01;Bajo
3804;0.03;Bajo
3805;0.26;Bajo
3806;0.08;Bajo
3807;0.02;Bajo
3808;0.02;Bajo
3809;0.85;Alto
3810;0.06;Bajo
3811;0.86;Alto
3812;0.74;Alto
3813;0.92;Alto
3814;0.06;Bajo
3815;0.04;Bajo
3816;0.01;Bajo
3817;0.05;Bajo
3818;0.41;Medio
3819;0.02;Bajo
3820;0.78;Alto
3821;0.03;Bajo
3822;0.99;Alto
3823;0.24;Bajo
3824;0.78;Alto
3825;0.31;Medio
3826;0.02;Bajo
3827;0.08;Bajo
3828;0.01;Bajo
3829;0.63;Medio
3830;0.05;Bajo
3831;0.0;
3832;0.21;Bajo
3833;0.08;Bajo
3834;0.1;Bajo
3835;0.0;
3836;0.0;
3837;0.0;
3838;0.06;Bajo
