id_cliente;cluster;nombre_segmento;recencia;frecuencia;monto
2586;0;Leales / Frecuentes;109;3;31.2
2587;0;Leales / Frecuentes;44;3;49.6
2588;0;Leales / Frecuentes;37;7;62.048
2589;0;Leales / Frecuentes;73;4;112.0
2590;2;Campeones / VIP;120;11;496.5
2591;0;Leales / Frecuentes;131;2;54.199999999999996
2592;3;Nuevos / Esporádicos;471;3;39.599999999999994
2593;2;Campeones / VIP;4;10;280.992
2594;2;Campeones / VIP;173;4;648.1
2595;2;Campeones / VIP;7;10;375.236
2596;1;En Riesgo / Inactivos;31;9;793.2
2597;0;Leales / Frecuentes;106;2;106.048
2598;2;Campeones / VIP;82;7;274.40000000000003
2599;3;Nuevos / Esporádicos;352;4;282.4
2600;1;En Riesgo / Inactivos;6;14;834.03
2601;0;Leales / Frecuentes;109;4;137.6
2602;0;Leales / Frecuentes;7;5;208.24
2603;3;Nuevos / Esporádicos;673;1;166.6
2604;0;Leales / Frecuentes;93;5;305.0
2605;2;Campeones / VIP;22;13;497.6
2606;0;Leales / Frecuentes;29;5;255.09999999999997
2607;0;Leales / Frecuentes;102;6;233.4
2608;3;Nuevos / Esporádicos;673;1;13.0
2609;0;Leales / Frecuentes;22;4;183.70999999999998
2610;2;Campeones / VIP;3;8;629.532
2611;0;Leales / Frecuentes;16;5;293.33
2612;2;Campeones / VIP;28;6;533.0
2613;0;Leales / Frecuentes;2;8;162.972
2614;2;Campeones / VIP;71;6;341.8
2615;2;Campeones / VIP;2;13;331.46
2616;2;Campeones / VIP;9;7;462.47200000000004
2617;2;Campeones / VIP;73;12;306.63
2618;2;Campeones / VIP;189;8;457.5
2619;3;Nuevos / Esporádicos;533;2;250.9
2620;0;Leales / Frecuentes;79;4;182.6
2621;0;Leales / Frecuentes;101;7;193.6
2622;0;Leales / Frecuentes;15;6;93.6
2623;2;Campeones / VIP;190;11;251.23199999999997
2624;2;Campeones / VIP;175;9;262.9
2625;0;Leales / Frecuentes;22;4;180.2
2626;0;Leales / Frecuentes;55;4;132.0
2627;0;Leales / Frecuentes;180;4;146.7
2628;0;Leales / Frecuentes;179;3;63.2
2629;0;Leales / Frecuentes;10;4;236.408
2630;0;Leales / Frecuentes;28;4;248.3
2631;2;Campeones / VIP;1;9;229.5
2632;2;Campeones / VIP;72;8;272.90999999999997
2633;2;Campeones / VIP;9;9;398.1
2634;0;Leales / Frecuentes;73;3;138.39600000000002
2635;2;Campeones / VIP;107;5;493.90000000000003
2636;0;Leales / Frecuentes;12;8;109.60000000000001
2637;1;En Riesgo / Inactivos;14;19;644.7
2638;2;Campeones / VIP;144;10;622.5
2639;0;Leales / Frecuentes;13;5;152.06
2640;0;Leales / Frecuentes;222;5;363.9
2641;1;En Riesgo / Inactivos;7;11;850.364
2642;1;En Riesgo / Inactivos;10;16;1360.232
2643;2;Campeones / VIP;35;6;598.9
2644;2;Campeones / VIP;75;8;313.528
2645;2;Campeones / VIP;23;11;313.7
2646;0;Leales / Frecuentes;20;7;197.60399999999998
2647;2;Campeones / VIP;298;6;508.1
2648;2;Campeones / VIP;2;14;404.90000000000003
2649;0;Leales / Frecuentes;3;3;273.2
2650;2;Campeones / VIP;64;10;437.2
2651;3;Nuevos / Esporádicos;514;2;72.432
2652;3;Nuevos / Esporádicos;460;5;789.3800000000001
2653;0;Leales / Frecuentes;69;4;127.8
2654;0;Leales / Frecuentes;50;6;217.9
2655;3;Nuevos / Esporádicos;672;1;109.39999999999999
2656;2;Campeones / VIP;7;12;413.23
2657;0;Leales / Frecuentes;142;3;41.7
2658;0;Leales / Frecuentes;35;7;199.5
2659;2;Campeones / VIP;7;7;258.09999999999997
2660;0;Leales / Frecuentes;92;4;63.8
2661;1;En Riesgo / Inactivos;15;17;625.1
2662;3;Nuevos / Esporádicos;336;3;79.2
2663;0;Leales / Frecuentes;17;4;136.3
2664;0;Leales / Frecuentes;132;7;227.6
2665;0;Leales / Frecuentes;73;4;168.79999999999998
2666;1;En Riesgo / Inactivos;44;23;645.6800000000001
2667;0;Leales / Frecuentes;45;6;111.5
2668;0;Leales / Frecuentes;150;2;20.376
2669;0;Leales / Frecuentes;100;4;254.29999999999998
2670;0;Leales / Frecuentes;163;5;60.248000000000005
2671;2;Campeones / VIP;180;10;341.1
2672;1;En Riesgo / Inactivos;11;12;647.5
2673;2;Campeones / VIP;0;6;439.1
2674;2;Campeones / VIP;15;11;485.1
2675;0;Leales / Frecuentes;50;6;198.8
2676;0;Leales / Frecuentes;175;4;100.66
2677;0;Leales / Frecuentes;9;6;135.32
2678;1;En Riesgo / Inactivos;127;11;897.9
2679;0;Leales / Frecuentes;244;7;164.7
2680;0;Leales / Frecuentes;154;6;78.2
2681;0;Leales / Frecuentes;64;7;115.7
2682;2;Campeones / VIP;35;10;325.52799999999996
2683;0;Leales / Frecuentes;15;5;205.5
2684;0;Leales / Frecuentes;119;4;170.2
2685;0;Leales / Frecuentes;135;4;180.5
2686;0;Leales / Frecuentes;7;5;306.188
2687;0;Leales / Frecuentes;53;3;203.2
2688;2;Campeones / VIP;10;7;248.05999999999997
2689;1;En Riesgo / Inactivos;42;13;851.65
2690;2;Campeones / VIP;41;10;288.19
2691;0;Leales / Frecuentes;69;6;112.5
2692;1;En Riesgo / Inactivos;1;18;382.61
2693;0;Leales / Frecuentes;4;4;70.8
2694;0;Leales / Frecuentes;131;4;161.4
2695;1;En Riesgo / Inactivos;0;22;523.057
2696;0;Leales / Frecuentes;51;5;106.48400000000001
2697;0;Leales / Frecuentes;126;4;182.0
2698;2;Campeones / VIP;89;10;414.21999999999997
2699;1;En Riesgo / Inactivos;13;20;623.52
2700;1;En Riesgo / Inactivos;69;11;729.776
2701;2;Campeones / VIP;25;10;168.0
2702;2;Campeones / VIP;131;9;239.6
2703;2;Campeones / VIP;28;6;365.9
2704;0;Leales / Frecuentes;30;6;97.62
2705;0;Leales / Frecuentes;169;6;204.7
2706;0;Leales / Frecuentes;87;5;79.8
2707;0;Leales / Frecuentes;282;4;58.599999999999994
2708;0;Leales / Frecuentes;164;2;20.9
2709;2;Campeones / VIP;28;11;390.2
2710;0;Leales / Frecuentes;124;8;154.0
2711;0;Leales / Frecuentes;32;6;202.60000000000002
2712;2;Campeones / VIP;78;12;252.036
2713;3;Nuevos / Esporádicos;346;2;20.128
2714;1;En Riesgo / Inactivos;82;13;608.528
2715;3;Nuevos / Esporádicos;317;3;150.036
2716;0;Leales / Frecuentes;181;4;158.3
2717;0;Leales / Frecuentes;215;3;117.5
2718;2;Campeones / VIP;102;8;345.35
2719;2;Campeones / VIP;35;5;372.1
2720;0;Leales / Frecuentes;4;3;240.79999999999998
2721;2;Campeones / VIP;28;12;436.609
2722;2;Campeones / VIP;55;10;622.7
2723;2;Campeones / VIP;23;9;350.29999999999995
2724;2;Campeones / VIP;88;7;332.2
2725;0;Leales / Frecuentes;6;5;199.2
2726;0;Leales / Frecuentes;182;6;208.7
2727;2;Campeones / VIP;41;13;390.59999999999997
2728;0;Leales / Frecuentes;187;5;158.29999999999998
2729;2;Campeones / VIP;115;8;309.78999999999996
2730;3;Nuevos / Esporádicos;331;3;17.299999999999997
2731;3;Nuevos / Esporádicos;373;3;150.6
2732;0;Leales / Frecuentes;179;4;119.2
2733;0;Leales / Frecuentes;119;6;243.39999999999998
2734;0;Leales / Frecuentes;14;2;163.76
2735;3;Nuevos / Esporádicos;471;2;206.29999999999998
2736;0;Leales / Frecuentes;242;2;136.4
2737;2;Campeones / VIP;23;8;220.5
2738;3;Nuevos / Esporádicos;670;1;6.5
2739;0;Leales / Frecuentes;202;4;261.0
2740;0;Leales / Frecuentes;44;6;244.3
2741;0;Leales / Frecuentes;138;4;96.30000000000001
2742;0;Leales / Frecuentes;74;5;257.47999999999996
2743;1;En Riesgo / Inactivos;179;13;733.1
2744;1;En Riesgo / Inactivos;10;14;742.89
2745;0;Leales / Frecuentes;31;5;276.4
2746;1;En Riesgo / Inactivos;10;6;1070.1
2747;2;Campeones / VIP;77;9;287.7
2748;0;Leales / Frecuentes;50;3;170.5
2749;3;Nuevos / Esporádicos;669;1;190.6
2750;1;En Riesgo / Inactivos;24;15;853.0
2751;1;En Riesgo / Inactivos;17;14;715.5
2752;0;Leales / Frecuentes;77;2;10.2
2753;2;Campeones / VIP;5;7;283.3
2754;2;Campeones / VIP;25;8;253.7
2755;0;Leales / Frecuentes;66;4;319.0
2756;2;Campeones / VIP;49;8;334.0
2757;0;Leales / Frecuentes;143;8;163.79999999999998
2758;3;Nuevos / Esporádicos;669;1;10.8
2759;0;Leales / Frecuentes;153;8;123.9
2760;1;En Riesgo / Inactivos;103;8;922.9000000000001
2761;0;Leales / Frecuentes;160;4;248.6
2762;0;Leales / Frecuentes;57;7;216.02
2763;2;Campeones / VIP;45;7;456.90000000000003
2764;1;En Riesgo / Inactivos;13;22;814.8199999999999
2765;2;Campeones / VIP;84;12;386.65
2766;0;Leales / Frecuentes;161;5;105.1
2767;0;Leales / Frecuentes;128;4;351.7
2768;0;Leales / Frecuentes;61;7;158.612
2769;2;Campeones / VIP;6;8;230.9
2770;2;Campeones / VIP;53;7;256.855
2771;0;Leales / Frecuentes;205;2;54.699999999999996
2772;0;Leales / Frecuentes;67;6;203.89999999999998
2773;0;Leales / Frecuentes;70;5;84.6
2774;0;Leales / Frecuentes;273;3;389.2
2775;0;Leales / Frecuentes;69;4;38.5
2776;2;Campeones / VIP;27;10;208.8
2777;0;Leales / Frecuentes;110;3;83.73
2778;3;Nuevos / Esporádicos;669;1;19.9
2779;0;Leales / Frecuentes;102;4;125.5
2780;2;Campeones / VIP;13;9;342.2
2781;0;Leales / Frecuentes;95;2;75.60000000000001
2782;3;Nuevos / Esporádicos;313;6;138.31199999999998
2783;3;Nuevos / Esporádicos;404;4;134.024
2784;2;Campeones / VIP;24;3;788.9
2785;0;Leales / Frecuentes;133;2;111.1
2786;3;Nuevos / Esporádicos;574;2;298.4
2787;2;Campeones / VIP;95;10;474.512
2788;0;Leales / Frecuentes;89;3;36.7
2789;0;Leales / Frecuentes;158;4;315.892
2790;2;Campeones / VIP;13;9;488.59999999999997
2791;0;Leales / Frecuentes;178;4;198.29999999999998
2792;0;Leales / Frecuentes;117;5;179.39999999999998
2793;0;Leales / Frecuentes;107;4;62.3
2794;2;Campeones / VIP;26;11;418.9
2795;0;Leales / Frecuentes;170;6;188.02
2796;0;Leales / Frecuentes;242;4;301.5
2797;2;Campeones / VIP;144;7;309.2
2798;0;Leales / Frecuentes;87;3;158.436
2799;0;Leales / Frecuentes;8;2;22.1
2800;2;Campeones / VIP;41;13;313.068
2801;2;Campeones / VIP;22;9;479.324
2802;0;Leales / Frecuentes;172;5;132.084
2803;2;Campeones / VIP;14;8;180.7
2804;3;Nuevos / Esporádicos;301;2;50.300000000000004
2805;2;Campeones / VIP;3;13;246.48
2806;0;Leales / Frecuentes;307;6;283.40999999999997
2807;2;Campeones / VIP;15;10;564.448
2808;0;Leales / Frecuentes;245;4;85.6
2809;1;En Riesgo / Inactivos;20;16;398.172
2810;0;Leales / Frecuentes;163;3;305.34999999999997
2811;2;Campeones / VIP;150;11;260.0
2812;3;Nuevos / Esporádicos;486;2;32.0
2813;2;Campeones / VIP;51;12;244.6
2814;0;Leales / Frecuentes;148;5;175.9
2815;2;Campeones / VIP;19;14;366.256
2816;0;Leales / Frecuentes;205;7;301.1
2817;2;Campeones / VIP;43;10;260.022
2818;0;Leales / Frecuentes;130;2;54.3
2819;2;Campeones / VIP;41;5;469.9
2820;2;Campeones / VIP;8;7;386.70000000000005
2821;2;Campeones / VIP;56;9;288.8
2822;2;Campeones / VIP;26;11;464.3
2823;2;Campeones / VIP;78;7;674.35
2824;1;En Riesgo / Inactivos;41;14;500.6
2825;1;En Riesgo / Inactivos;39;13;820.784
2826;0;Leales / Frecuentes;70;5;207.136
2827;2;Campeones / VIP;123;8;232.6
2828;2;Campeones / VIP;106;9;351.95
2829;2;Campeones / VIP;0;10;538.3
2830;2;Campeones / VIP;265;7;356.3
2831;2;Campeones / VIP;130;8;391.1
2832;0;Leales / Frecuentes;22;5;103.5
2833;1;En Riesgo / Inactivos;100;15;567.6
2834;0;Leales / Frecuentes;216;2;47.0
2835;0;Leales / Frecuentes;243;4;121.30000000000001
2836;3;Nuevos / Esporádicos;507;3;34.400000000000006
2837;2;Campeones / VIP;20;9;485.4
2838;3;Nuevos / Esporádicos;326;4;201.4
2839;2;Campeones / VIP;4;8;366.6
2840;3;Nuevos / Esporádicos;444;2;60.1
2841;3;Nuevos / Esporádicos;667;1;6.2
2842;0;Leales / Frecuentes;4;2;98.39999999999999
2843;0;Leales / Frecuentes;139;5;387.1
2844;0;Leales / Frecuentes;1;5;171.79999999999998
2845;0;Leales / Frecuentes;84;5;152.29999999999998
2846;1;En Riesgo / Inactivos;116;17;761.12
2847;0;Leales / Frecuentes;149;5;305.20000000000005
2848;0;Leales / Frecuentes;107;7;149.7
2849;2;Campeones / VIP;147;11;443.03
2850;2;Campeones / VIP;96;10;346.304
2851;2;Campeones / VIP;27;9;312.052
2852;2;Campeones / VIP;14;9;150.152
2853;2;Campeones / VIP;129;8;313.02
2854;0;Leales / Frecuentes;25;5;192.408
2855;2;Campeones / VIP;93;12;335.8
2856;2;Campeones / VIP;108;8;251.2
2857;0;Leales / Frecuentes;53;3;166.3
2858;2;Campeones / VIP;88;10;386.3
2859;0;Leales / Frecuentes;160;6;260.4
2860;0;Leales / Frecuentes;94;3;42.4
2861;2;Campeones / VIP;21;11;400.34
2862;3;Nuevos / Esporádicos;667;1;184.5
2863;2;Campeones / VIP;29;8;358.2
2864;1;En Riesgo / Inactivos;16;16;1486.5
2865;2;Campeones / VIP;40;10;380.92
2866;3;Nuevos / Esporádicos;385;4;54.0
2867;0;Leales / Frecuentes;79;5;150.0
2868;0;Leales / Frecuentes;55;5;263.9
2869;2;Campeones / VIP;25;9;269.6
2870;2;Campeones / VIP;123;3;602.0
2871;0;Leales / Frecuentes;136;3;112.3
2872;2;Campeones / VIP;31;9;359.0
2873;2;Campeones / VIP;76;11;227.204
2874;1;En Riesgo / Inactivos;133;13;763.112
2875;1;En Riesgo / Inactivos;40;20;2008.62
2876;0;Leales / Frecuentes;91;7;260.4
2877;2;Campeones / VIP;17;8;275.62
2878;0;Leales / Frecuentes;58;6;196.1
2879;0;Leales / Frecuentes;99;7;213.5
2880;0;Leales / Frecuentes;109;2;347.7
2881;2;Campeones / VIP;30;8;250.29999999999998
2882;2;Campeones / VIP;35;7;523.5
2883;0;Leales / Frecuentes;77;7;246.1
2884;2;Campeones / VIP;25;9;324.815
2885;1;En Riesgo / Inactivos;38;8;1057.1
2886;0;Leales / Frecuentes;227;4;81.108
2887;0;Leales / Frecuentes;171;6;220.5
2888;2;Campeones / VIP;18;7;274.1
2889;0;Leales / Frecuentes;25;8;143.6
2890;0;Leales / Frecuentes;17;4;140.7
2891;2;Campeones / VIP;151;6;406.1
2892;0;Leales / Frecuentes;42;8;181.13
2893;2;Campeones / VIP;167;8;326.94
2894;0;Leales / Frecuentes;5;5;66.212
2895;2;Campeones / VIP;25;8;213.6
2896;0;Leales / Frecuentes;15;7;167.66400000000002
2897;3;Nuevos / Esporádicos;364;3;64.8
2898;0;Leales / Frecuentes;269;6;231.3
2899;0;Leales / Frecuentes;237;4;51.6
2900;0;Leales / Frecuentes;48;6;103.4
2901;2;Campeones / VIP;88;4;518.1
2902;2;Campeones / VIP;54;7;384.9
2903;0;Leales / Frecuentes;88;3;43.199999999999996
2904;0;Leales / Frecuentes;142;4;112.5
2905;2;Campeones / VIP;8;11;384.8
2906;2;Campeones / VIP;29;10;184.352
2907;2;Campeones / VIP;42;11;291.0
2908;3;Nuevos / Esporádicos;300;3;94.7
2909;0;Leales / Frecuentes;19;3;138.7
2910;2;Campeones / VIP;11;9;419.1
2911;0;Leales / Frecuentes;170;7;269.68399999999997
2912;0;Leales / Frecuentes;165;7;218.8
2913;2;Campeones / VIP;0;13;430.5
2914;0;Leales / Frecuentes;68;5;210.0
2915;0;Leales / Frecuentes;132;7;203.6
2916;2;Campeones / VIP;61;9;323.6
2917;0;Leales / Frecuentes;175;3;45.958
2918;0;Leales / Frecuentes;115;7;269.3
2919;2;Campeones / VIP;20;16;343.415
2920;3;Nuevos / Esporádicos;462;2;64.5
2921;1;En Riesgo / Inactivos;24;20;399.9
2922;1;En Riesgo / Inactivos;13;19;504.64000000000004
2923;2;Campeones / VIP;45;10;299.7
2924;0;Leales / Frecuentes;112;5;216.36
2925;2;Campeones / VIP;215;9;369.53999999999996
2926;0;Leales / Frecuentes;41;3;42.7
2927;1;En Riesgo / Inactivos;97;16;789.1
2928;0;Leales / Frecuentes;20;5;110.6
2929;0;Leales / Frecuentes;54;5;167.72
2930;2;Campeones / VIP;66;7;508.3
2931;2;Campeones / VIP;34;12;532.7
2932;0;Leales / Frecuentes;18;5;283.2
2933;0;Leales / Frecuentes;47;6;208.20499999999998
2934;0;Leales / Frecuentes;15;3;84.1
2935;3;Nuevos / Esporádicos;490;2;47.5
2936;3;Nuevos / Esporádicos;665;1;5.2
2937;2;Campeones / VIP;35;10;306.9
2938;2;Campeones / VIP;80;11;417.32
2939;0;Leales / Frecuentes;22;6;120.19999999999999
2940;0;Leales / Frecuentes;29;5;116.69999999999999
2941;1;En Riesgo / Inactivos;74;17;682.2
2942;0;Leales / Frecuentes;85;3;44.8
2943;0;Leales / Frecuentes;102;4;181.9
2944;2;Campeones / VIP;4;10;609.1
2945;2;Campeones / VIP;117;8;389.53
2946;0;Leales / Frecuentes;54;6;302.79999999999995
2947;3;Nuevos / Esporádicos;665;1;4.2
2948;1;En Riesgo / Inactivos;30;13;673.2
2949;0;Leales / Frecuentes;167;7;278.4
2950;3;Nuevos / Esporádicos;374;5;213.79999999999998
2951;2;Campeones / VIP;8;8;253.70000000000002
2952;0;Leales / Frecuentes;61;7;246.4
2953;2;Campeones / VIP;16;10;386.4
2954;3;Nuevos / Esporádicos;387;5;235.05
2955;1;En Riesgo / Inactivos;10;20;597.94
2956;1;En Riesgo / Inactivos;9;20;745.8
2957;2;Campeones / VIP;22;7;320.7
2958;3;Nuevos / Esporádicos;494;2;217.8
2959;3;Nuevos / Esporádicos;665;1;86.856
2960;0;Leales / Frecuentes;289;4;288.1
2961;2;Campeones / VIP;42;8;388.0
2962;2;Campeones / VIP;49;7;276.704
2963;0;Leales / Frecuentes;22;5;182.39999999999998
2964;1;En Riesgo / Inactivos;35;15;554.1999999999999
2965;3;Nuevos / Esporádicos;665;1;24.9
2966;0;Leales / Frecuentes;20;4;217.232
2967;0;Leales / Frecuentes;88;6;70.2
2968;0;Leales / Frecuentes;119;4;142.9
2969;1;En Riesgo / Inactivos;30;20;926.965
2970;0;Leales / Frecuentes;192;4;113.0
2971;0;Leales / Frecuentes;2;6;177.232
2972;2;Campeones / VIP;47;7;289.62
2973;0;Leales / Frecuentes;6;5;156.9
2974;0;Leales / Frecuentes;55;6;251.4
2975;1;En Riesgo / Inactivos;70;17;870.7099999999999
2976;0;Leales / Frecuentes;210;3;108.19999999999999
2977;1;En Riesgo / Inactivos;105;14;807.356
2978;2;Campeones / VIP;60;6;698.7
2979;1;En Riesgo / Inactivos;74;16;687.66
2980;2;Campeones / VIP;73;13;297.688
2981;0;Leales / Frecuentes;141;3;50.264
2982;3;Nuevos / Esporádicos;395;2;102.3
2983;3;Nuevos / Esporádicos;664;1;19.700000000000003
2984;2;Campeones / VIP;89;7;465.8
2985;1;En Riesgo / Inactivos;27;16;623.9639999999999
2986;2;Campeones / VIP;25;13;323.23
2987;0;Leales / Frecuentes;107;2;70.6
2988;0;Leales / Frecuentes;101;7;108.2
2989;2;Campeones / VIP;9;11;331.93
2990;0;Leales / Frecuentes;202;4;84.9
2991;3;Nuevos / Esporádicos;465;2;64.2
2992;2;Campeones / VIP;22;13;396.09999999999997
2993;3;Nuevos / Esporádicos;368;2;18.5
2994;3;Nuevos / Esporádicos;664;1;7.2
2995;0;Leales / Frecuentes;38;4;110.9
2996;3;Nuevos / Esporádicos;664;1;8.9
2997;0;Leales / Frecuentes;205;2;20.646
2998;2;Campeones / VIP;4;9;455.5
2999;0;Leales / Frecuentes;23;4;233.2
3000;0;Leales / Frecuentes;218;3;283.90000000000003
3001;1;En Riesgo / Inactivos;8;16;1816.8
3002;3;Nuevos / Esporádicos;664;1;24.9
3003;3;Nuevos / Esporádicos;326;2;296.09999999999997
3004;0;Leales / Frecuentes;40;3;123.39999999999999
3005;2;Campeones / VIP;76;9;352.8
3006;0;Leales / Frecuentes;66;4;161.2
3007;2;Campeones / VIP;91;8;691.9
3008;2;Campeones / VIP;89;10;277.59200000000004
3009;2;Campeones / VIP;34;8;284.1
3010;1;En Riesgo / Inactivos;9;10;1046.624
3011;1;En Riesgo / Inactivos;12;13;515.096
3012;2;Campeones / VIP;51;7;291.308
3013;0;Leales / Frecuentes;55;4;186.4
3014;3;Nuevos / Esporádicos;337;4;143.29999999999998
3015;2;Campeones / VIP;46;8;308.3
3016;2;Campeones / VIP;68;7;345.79999999999995
3017;2;Campeones / VIP;73;9;617.92
3018;2;Campeones / VIP;2;7;258.86
3019;0;Leales / Frecuentes;232;3;80.0
3020;2;Campeones / VIP;8;13;447.62
3021;0;Leales / Frecuentes;51;8;187.2
3022;0;Leales / Frecuentes;74;7;91.562
3023;0;Leales / Frecuentes;45;5;254.0
3024;0;Leales / Frecuentes;182;3;158.14
3025;0;Leales / Frecuentes;162;3;111.5
3026;0;Leales / Frecuentes;55;2;130.6
3027;2;Campeones / VIP;91;7;544.29
3028;0;Leales / Frecuentes;193;4;158.8
3029;3;Nuevos / Esporádicos;432;6;185.2
3030;0;Leales / Frecuentes;22;4;258.2
3031;2;Campeones / VIP;3;14;323.4
3032;1;En Riesgo / Inactivos;0;14;587.572
3033;2;Campeones / VIP;6;12;543.588
3034;1;En Riesgo / Inactivos;21;19;767.1
3035;1;En Riesgo / Inactivos;0;16;621.3
3036;3;Nuevos / Esporádicos;556;2;33.599999999999994
3037;3;Nuevos / Esporádicos;486;2;53.199999999999996
3038;0;Leales / Frecuentes;26;4;124.3
3039;0;Leales / Frecuentes;93;8;161.4
3040;1;En Riesgo / Inactivos;7;15;794.02
3041;2;Campeones / VIP;74;9;476.2
3042;3;Nuevos / Esporádicos;371;2;27.799999999999997
3043;0;Leales / Frecuentes;160;5;207.0
3044;1;En Riesgo / Inactivos;40;10;921.42
3045;0;Leales / Frecuentes;78;4;173.7
3046;0;Leales / Frecuentes;160;5;138.163
3047;2;Campeones / VIP;20;8;228.336
3048;2;Campeones / VIP;61;10;406.4
3049;3;Nuevos / Esporádicos;486;2;15.100000000000001
3050;2;Campeones / VIP;159;9;304.55
3051;3;Nuevos / Esporádicos;663;1;4.2
3052;2;Campeones / VIP;18;7;442.2
3053;2;Campeones / VIP;41;8;321.5
3054;0;Leales / Frecuentes;20;8;135.0
3055;0;Leales / Frecuentes;41;7;217.7
3056;0;Leales / Frecuentes;131;5;128.1
3057;2;Campeones / VIP;61;8;278.3
3058;2;Campeones / VIP;21;9;166.0
3059;1;En Riesgo / Inactivos;11;17;899.74
3060;3;Nuevos / Esporádicos;517;3;65.7
3061;3;Nuevos / Esporádicos;460;2;84.4
3062;3;Nuevos / Esporádicos;402;2;51.4
3063;2;Campeones / VIP;203;9;549.044
3064;0;Leales / Frecuentes;152;5;282.9
3065;0;Leales / Frecuentes;169;5;67.4
3066;1;En Riesgo / Inactivos;6;19;954.06
3067;1;En Riesgo / Inactivos;83;16;546.856
3068;0;Leales / Frecuentes;147;3;24.700000000000003
3069;2;Campeones / VIP;160;9;374.81
3070;0;Leales / Frecuentes;101;7;202.8
3071;0;Leales / Frecuentes;221;4;281.7
3072;2;Campeones / VIP;28;10;373.40000000000003
3073;0;Leales / Frecuentes;215;2;30.299999999999997
3074;0;Leales / Frecuentes;17;4;127.30000000000001
3075;0;Leales / Frecuentes;11;7;228.79999999999998
3076;1;En Riesgo / Inactivos;4;16;641.4
3077;0;Leales / Frecuentes;8;6;258.7
3078;2;Campeones / VIP;9;7;241.39999999999998
3079;2;Campeones / VIP;31;5;437.9
3080;3;Nuevos / Esporádicos;318;4;84.5
3081;3;Nuevos / Esporádicos;327;3;127.0
3082;3;Nuevos / Esporádicos;401;2;49.9
3083;2;Campeones / VIP;49;7;446.7
3084;1;En Riesgo / Inactivos;6;17;454.212
3085;1;En Riesgo / Inactivos;27;13;853.4000000000001
3086;2;Campeones / VIP;75;12;380.905
3087;2;Campeones / VIP;101;11;359.90000000000003
3088;0;Leales / Frecuentes;52;6;261.9
3089;2;Campeones / VIP;167;9;350.8
3090;2;Campeones / VIP;41;8;296.8
3091;2;Campeones / VIP;82;8;206.0
3092;0;Leales / Frecuentes;11;6;248.94799999999998
3093;0;Leales / Frecuentes;185;4;64.4
3094;0;Leales / Frecuentes;130;5;140.4
3095;2;Campeones / VIP;3;9;170.61599999999999
3096;2;Campeones / VIP;81;10;404.3
3097;3;Nuevos / Esporádicos;662;1;26.700000000000003
3098;1;En Riesgo / Inactivos;88;9;713.5
3099;0;Leales / Frecuentes;5;5;219.20000000000002
3100;1;En Riesgo / Inactivos;148;14;622.2
3101;3;Nuevos / Esporádicos;465;3;70.4
3102;3;Nuevos / Esporádicos;473;2;10.600000000000001
3103;1;En Riesgo / Inactivos;0;15;423.68399999999997
3104;0;Leales / Frecuentes;5;3;95.3
3105;2;Campeones / VIP;0;8;416.9
3106;2;Campeones / VIP;127;9;512.8000000000001
3107;0;Leales / Frecuentes;179;4;59.764
3108;2;Campeones / VIP;96;10;610.8
3109;0;Leales / Frecuentes;311;5;383.8
3110;2;Campeones / VIP;52;7;256.5
3111;2;Campeones / VIP;90;9;168.99999999999997
3112;0;Leales / Frecuentes;224;3;82.4
3113;0;Leales / Frecuentes;249;6;354.734
3114;0;Leales / Frecuentes;36;5;57.120000000000005
3115;0;Leales / Frecuentes;78;4;107.328
3116;1;En Riesgo / Inactivos;73;13;737.5
3117;0;Leales / Frecuentes;270;3;83.4
3118;2;Campeones / VIP;32;9;525.2
3119;3;Nuevos / Esporádicos;661;1;37.4
3120;1;En Riesgo / Inactivos;8;16;615.4
3121;2;Campeones / VIP;2;9;164.79999999999998
3122;0;Leales / Frecuentes;4;6;149.16
3123;2;Campeones / VIP;24;8;256.8
3124;0;Leales / Frecuentes;107;3;68.3
3125;2;Campeones / VIP;158;9;203.412
3126;0;Leales / Frecuentes;134;3;134.7
3127;0;Leales / Frecuentes;191;3;64.844
3128;2;Campeones / VIP;27;11;385.51
3129;2;Campeones / VIP;3;13;310.132
3130;0;Leales / Frecuentes;65;9;115.4
3131;2;Campeones / VIP;110;11;382.404
3132;2;Campeones / VIP;1;8;208.7
3133;2;Campeones / VIP;35;8;300.99999999999994
3134;2;Campeones / VIP;24;7;248.29999999999998
3135;2;Campeones / VIP;3;13;341.70000000000005
3136;2;Campeones / VIP;35;9;462.81
3137;2;Campeones / VIP;23;8;360.7
3138;0;Leales / Frecuentes;94;4;160.9
3139;2;Campeones / VIP;1;7;422.21
3140;2;Campeones / VIP;14;11;456.9
3141;2;Campeones / VIP;20;10;402.3
3142;3;Nuevos / Esporádicos;394;4;66.6
3143;2;Campeones / VIP;103;13;428.412
3144;1;En Riesgo / Inactivos;35;15;447.90000000000003
3145;3;Nuevos / Esporádicos;474;5;357.1
3146;2;Campeones / VIP;78;10;495.52
3147;0;Leales / Frecuentes;21;4;125.10000000000001
3148;3;Nuevos / Esporádicos;444;4;158.6
3149;0;Leales / Frecuentes;38;4;207.732
3150;3;Nuevos / Esporádicos;531;4;68.2
3151;2;Campeones / VIP;16;8;288.3
3152;0;Leales / Frecuentes;21;6;221.0
3153;0;Leales / Frecuentes;22;6;225.1
