id_venta;numero_linea;fecha;id_cliente;id_tienda;id_producto;id_promocion;cantidad;precio_unitario_lista;descuento_pct;precio_unitario_final;importe_venta;costo_total;margen
16735;2;2024-12-20;1749;4;368;1;2;18.9;0.0;18.9;37.8;27.2;10.6
16736;1;2024-12-20;681;1;397;1;1;19.9;0.0;19.9;19.9;14.8;5.1
16736;2;2024-12-20;681;1;249;1;1;2.2;0.0;2.2;2.2;1.3;0.9
16737;1;2024-12-20;2320;4;140;1;2;6.2;0.0;6.2;12.4;8.2;4.2
16738;1;2024-12-20;1483;8;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
16739;1;2024-12-20;564;10;62;1;1;6.8;0.0;6.8;6.8;4.6;2.2
16739;2;2024-12-20;564;10;42;1;1;13.2;0.0;13.2;13.2;9.1;4.1
16740;1;2024-12-20;3802;7;64;1;3;8.4;0.0;8.4;25.2;17.7;7.5
16741;1;2024-12-21;484;3;170;1;2;6.9;0.0;6.9;13.8;9.2;4.6
16742;1;2024-12-21;1773;1;103;1;2;2.3;0.0;2.3;4.6;2.6;2.0
16743;1;2024-12-21;4699;8;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
16744;1;2024-12-21;4125;4;151;1;1;9.9;0.0;9.9;9.9;6.8;3.1
16744;2;2024-12-21;4125;4;172;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16744;3;2024-12-21;4125;4;255;1;1;3.9;0.0;3.9;3.9;2.6;1.3
16745;1;2024-12-21;3968;7;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
16746;1;2024-12-21;1318;10;250;1;1;2.5;0.0;2.5;2.5;1.5;1.0
16747;1;2024-12-21;730;13;281;1;5;9.9;0.0;9.9;49.5;33.5;16.0
16748;1;2024-12-21;3272;8;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
16749;1;2024-12-21;967;10;12;1;1;6.8;0.0;6.8;6.8;4.3;2.5
16750;1;2024-12-21;4693;4;379;1;3;24.9;0.0;24.9;74.7;54.9;19.8
16751;1;2024-12-21;4437;7;18;1;2;4.2;0.0;4.2;8.4;5.0;3.4
16751;2;2024-12-21;4437;7;89;1;2;8.9;0.0;8.9;17.8;12.4;5.4
16752;1;2024-12-21;4371;14;140;1;1;6.2;0.0;6.2;6.2;4.1;2.1
16753;1;2024-12-21;1405;7;233;1;2;7.9;0.0;7.9;15.8;10.6;5.2
16753;2;2024-12-21;1405;7;109;1;5;3.8;0.0;3.8;19.0;11.5;7.5
16754;1;2024-12-21;158;8;9;1;1;32.5;0.0;32.5;32.5;24.3;8.2
16755;1;2024-12-21;2221;1;40;1;1;23.9;0.0;23.9;23.9;17.3;6.6
16756;1;2024-12-21;1264;5;474;1;1;29.9;0.0;29.9;29.9;21.6;8.3
16757;1;2024-12-21;4135;11;220;1;2;32.9;0.0;32.9;65.8;50.4;15.4
16757;2;2024-12-21;4135;11;8;1;5;7.5;0.0;7.5;37.5;25.0;12.5
16757;3;2024-12-21;4135;11;62;1;1;6.8;0.0;6.8;6.8;4.6;2.2
16757;4;2024-12-21;4135;11;193;1;3;6.2;0.0;6.2;18.6;12.3;6.3
16758;1;2024-12-21;549;5;63;1;1;6.2;0.0;6.2;6.2;4.1;2.1
16759;1;2024-12-21;1132;2;210;1;2;15.9;0.0;15.9;31.8;23.2;8.6
16759;2;2024-12-21;1132;2;200;1;1;5.9;0.0;5.9;5.9;4.0;1.9
16760;1;2024-12-21;450;7;131;1;3;7.9;0.0;7.9;23.7;15.3;8.4
16760;2;2024-12-21;450;7;31;1;1;5.4;0.0;5.4;5.4;3.4;2.0
16761;1;2024-12-21;2358;4;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
16762;1;2024-12-21;2988;12;39;1;1;9.9;0.0;9.9;9.9;6.5;3.4
16763;1;2024-12-21;2191;11;119;1;3;8.9;0.0;8.9;26.7;16.8;9.9
16764;1;2024-12-21;4742;1;280;1;1;10.9;0.0;10.9;10.9;7.4;3.5
16765;1;2024-12-21;4335;1;483;1;1;15.9;0.0;15.9;15.9;11.2;4.7
16766;1;2024-12-21;185;12;9;1;2;32.5;0.0;32.5;65.0;48.6;16.4
16767;1;2024-12-21;1851;14;9;1;1;32.5;0.0;32.5;32.5;24.3;8.2
16768;1;2024-12-21;2226;2;208;1;2;4.5;0.0;4.5;9.0;5.8;3.2
16769;1;2024-12-21;2333;11;189;1;3;3.9;;3.9;11.7;7.2;4.5
16770;1;2024-12-21;3979;11;328;1;2;18.9;0.0;18.9;37.8;27.2;10.6
16771;1;2024-12-21;2978;12;128;1;2;15.9;0.0;15.9;31.8;21.6;10.2
16772;1;2024-12-21;4763;8;445;1;2;24.9;0.0;24.9;49.8;37.6;12.2
16773;1;2024-12-21;4603;5;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
16773;2;2024-12-21;4603;5;10;1;1;38.9;0.0;38.9;38.9;29.0;9.9
16774;1;2024-12-21;4016;2;16;1;2;4.8;0.0;4.8;9.6;5.8;3.8
16775;1;2024-12-21;1778;4;209;1;1;21.9;0.0;21.9;21.9;16.4;5.5
16776;1;2024-12-21;78;2;433;1;1;8.9;0.0;8.9;8.9;5.9;3.0
16777;1;2024-12-21;4562;11;356;14;2;8.9;0.2;7.12;14.24;12.2;2.04
16778;1;2024-12-21;1563;1;298;14;5;7.9;0.2;6.32;31.6;26.0;5.6
16778;2;2024-12-21;1563;1;325;14;1;6.9;0.2;5.52;5.52;4.6;0.92
16778;3;2024-12-21;1563;1;344;14;1;4.5;0.2;3.6;3.6;2.9;0.7
16779;1;2024-12-21;3190;2;112;14;3;3.8;0.2;3.04;9.12;6.9;2.22
16780;1;2024-12-21;835;6;187;1;1;5.4;0.0;5.4;5.4;3.5;1.9
16781;1;2024-12-21;3621;3;110;1;1;8.9;0.0;8.9;8.9;5.7;3.2
16781;2;2024-12-21;3621;3;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
16781;3;2024-12-21;3621;3;157;1;1;14.9;0.0;14.9;14.9;10.2;4.7
16782;1;2024-12-21;4042;15;152;1;1;10.2;0.0;10.2;10.2;7.1;3.1
16782;2;2024-12-21;4042;15;255;1;1;3.9;0.0;3.9;3.9;2.6;1.3
16783;1;2024-12-21;1995;5;31;1;3;5.4;0.0;5.4;16.2;10.2;6.0
16783;2;2024-12-21;1995;5;72;1;2;4.9;0.0;4.9;9.8;6.2;3.6
16784;1;2024-12-21;119;3;209;14;1;21.9;0.2;17.52;17.52;16.4;1.12
16785;1;2024-12-21;3727;7;14;1;4;12.9;0.0;12.9;51.6;36.4;15.2
16786;1;2024-12-21;1480;5;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
16787;1;2024-12-21;3011;1;192;1;1;5.9;0.0;5.9;5.9;3.9;2.0
16787;2;2024-12-21;3011;1;211;1;1;16.5;0.0;16.5;16.5;12.1;4.4
16787;3;2024-12-21;3011;1;11;1;2;7.2;0.0;7.2;14.4;9.4;5.0
16788;1;2024-12-21;4964;3;135;1;2;8.9;0.0;8.9;17.8;12.6;5.2
16789;1;2024-12-21;763;10;272;1;1;3.9;0.0;3.9;3.9;2.5;1.4
16790;1;2024-12-21;631;3;110;1;1;8.9;0.0;8.9;8.9;5.7;3.2
16791;1;2024-12-21;2192;3;151;1;2;9.9;0.0;9.9;19.8;13.6;6.2
16792;1;2024-12-21;822;12;485;1;1;24.9;0.0;24.9;24.9;18.2;6.7
16792;2;2024-12-21;822;12;309;1;2;8.9;0.0;8.9;17.8;12.0;5.8
16793;1;2024-12-21;3794;1;248;1;5;2.5;0.0;2.5;12.5;7.5;5.0
16794;1;2024-12-21;1425;7;260;1;1;3.2;0.0;3.2;3.2;2.0;1.2
16795;1;2024-12-21;3650;4;202;1;1;4.2;0.0;4.2;4.2;2.7;1.5
16795;2;2024-12-21;3650;4;89;1;2;8.9;0.0;8.9;17.8;12.4;5.4
16796;1;2024-12-21;80;7;120;1;2;8.9;0.0;8.9;17.8;11.2;6.6
16797;1;2024-12-21;1386;1;272;1;2;3.9;0.0;3.9;7.8;5.0;2.8
16798;1;2024-12-21;3405;7;475;14;4;14.9;0.2;11.92;47.68;41.2;6.48
16798;2;2024-12-21;3405;7;297;14;3;7.9;0.2;6.32;18.96;15.9;3.06
16798;3;2024-12-21;3405;7;485;14;1;24.9;0.2;19.92;19.92;18.2;1.72
16799;1;2024-12-21;4026;10;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
16800;1;2024-12-21;1285;2;40;1;1;23.9;0.0;23.9;23.9;17.3;6.6
16801;1;2024-12-22;2971;15;309;1;2;8.9;0.0;8.9;17.8;12.0;5.8
16801;2;2024-12-22;2971;15;318;1;1;22.9;0.0;22.9;22.9;16.8;6.1
16802;1;2024-12-22;1415;3;477;14;1;39.9;0.2;31.92;31.92;29.8;2.12
16803;1;2024-12-22;2192;2;52;1;1;8.2;0.0;8.2;8.2;5.4;2.8
16803;2;2024-12-22;2192;2;89;1;1;8.9;0.0;8.9;8.9;6.2;2.7
16803;3;2024-12-22;2192;2;20;1;1;5.3;0.0;5.3;5.3;3.2;2.1
16804;1;2024-12-22;2754;14;120;1;2;8.9;0.0;8.9;17.8;11.2;6.6
16805;1;2024-12-22;2450;1;213;1;1;14.9;0.0;14.9;14.9;10.8;4.1
16805;2;2024-12-22;2450;1;198;1;2;4.9;0.0;4.9;9.8;6.4;3.4
16805;3;2024-12-22;2450;1;214;1;1;23.9;0.0;23.9;23.9;18.1;5.8
16806;1;2024-12-22;1933;4;102;1;1;5.9;0.0;5.9;5.9;3.4;2.5
16807;1;2024-12-22;2875;1;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
16808;1;2024-12-22;2077;4;190;1;1;3.5;0.0;3.5;3.5;2.2;1.3
16808;2;2024-12-22;2077;4;47;1;1;39.9;0.0;39.9;39.9;28.7;11.2
16808;3;2024-12-22;2077;4;200;1;1;5.9;0.0;5.9;5.9;4.0;1.9
16809;1;2024-12-22;1431;1;410;1;2;12.9;0.0;12.9;25.8;18.2;7.6
16810;1;2024-12-22;1562;4;214;1;2;23.9;0.0;23.9;47.8;36.2;11.6
16811;1;2024-12-22;2211;7;4;1;1;5.4;0.0;5.4;5.4;3.6;1.8
16811;2;2024-12-22;2211;7;46;1;3;15.2;0.0;15.2;45.6;32.4;13.2
16811;3;2024-12-22;2211;7;216;1;1;9.9;0.0;9.9;9.9;6.8;3.1
16812;1;2024-12-22;3086;14;8;1;1;7.5;0.0;7.5;7.5;5.0;2.5
16813;1;2024-12-22;357;8;344;1;3;4.5;0.0;4.5;13.5;8.7;4.8
16814;1;2024-12-22;2972;3;10;14;1;38.9;0.2;31.12;31.12;29.0;2.12
16815;1;2024-12-22;3569;13;209;1;2;21.9;0.0;21.9;43.8;32.8;11.0
16816;1;2024-12-22;4640;13;211;1;4;16.5;0.0;16.5;66.0;48.4;17.6
16817;1;2024-12-22;1117;2;190;1;1;3.5;0.0;3.5;3.5;2.2;1.3
16818;1;2024-12-22;833;8;240;1;1;10.5;0.0;10.5;10.5;7.2;3.3
16818;2;2024-12-22;833;8;103;1;1;2.3;0.0;2.3;2.3;1.3;1.0
16819;1;2024-12-22;806;13;353;14;1;8.9;0.2;7.12;7.12;6.2;0.92
16820;1;2024-12-22;1535;2;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
16821;1;2024-12-22;1948;4;445;1;1;24.9;0.0;24.9;24.9;18.8;6.1
16822;1;2024-12-22;2328;5;40;1;2;23.9;0.0;23.9;47.8;34.6;13.2
16823;1;2024-12-22;467;14;258;1;2;2.5;0.0;2.5;5.0;3.0;2.0
16823;2;2024-12-22;467;14;124;1;1;9.5;0.0;9.5;9.5;6.1;3.4
16823;3;2024-12-22;467;14;153;1;2;13.9;0.0;13.9;27.8;19.6;8.2
16824;1;2024-12-22;160;7;477;1;1;39.9;0.0;39.9;39.9;29.8;10.1
16825;1;2024-12-22;2728;8;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
16826;1;2024-12-22;1068;3;412;14;1;21.9;0.2;17.52;17.52;16.1;1.42
16827;1;2024-12-22;146;12;53;1;2;5.9;0.0;5.9;11.8;7.6;4.2
16828;1;2024-12-22;2404;4;406;14;4;64.9;0.2;51.92;207.68;198.0;9.68
16828;2;2024-12-22;2404;4;422;14;1;16.9;0.2;13.52;13.52;12.2;1.32
16828;3;2024-12-22;2404;4;414;14;2;14.9;0.2;11.92;23.84;21.4;2.44
16829;1;2024-12-22;4874;14;206;1;1;6.5;0.0;6.5;6.5;4.4;2.1
16829;2;2024-12-22;4874;14;94;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16830;1;2024-12-22;328;11;196;1;2;3.9;0.0;3.9;7.8;4.8;3.0
16831;1;2024-12-22;4391;1;294;1;1;8.9;0.0;8.9;8.9;6.1;2.8
16832;1;2024-12-22;4788;4;158;1;1;16.9;0.0;16.9;16.9;11.8;5.1
16833;1;2024-12-22;526;11;356;1;2;8.9;0.0;8.9;17.8;12.2;5.6
16834;1;2024-12-22;1089;4;33;1;3;10.3;0.0;10.3;30.9;20.4;10.5
16835;1;2024-12-22;3847;1;201;1;1;3.2;0.0;3.2;3.2;1.9;1.3
16836;1;2024-12-22;3306;4;287;1;1;16.9;0.0;16.9;16.9;12.2;4.7
16837;1;2024-12-22;3819;4;185;1;2;12.9;0.0;12.9;25.8;18.4;7.4
16838;1;2024-12-22;1346;12;24;1;1;7.9;0.0;7.9;7.9;5.4;2.5
16839;1;2024-12-22;4660;1;63;14;1;6.2;;4.96;4.96;4.1;0.86
16840;1;2024-12-22;2622;2;110;1;2;8.9;0.0;8.9;17.8;11.4;6.4
16841;1;2024-12-22;4284;5;51;1;1;7.9;0.0;7.9;7.9;5.1;2.8
16842;1;2024-12-22;1562;12;354;1;2;14.9;0.0;14.9;29.8;21.6;8.2
16842;2;2024-12-22;1562;12;363;1;2;16.9;0.0;16.9;33.8;24.2;9.6
16843;1;2024-12-22;434;10;238;1;2;3.5;0.0;3.5;7.0;4.4;2.6
16844;1;2024-12-22;1867;8;274;1;2;4.5;0.0;4.5;9.0;5.8;3.2
16844;2;2024-12-22;1867;8;112;1;1;3.8;0.0;3.8;3.8;2.3;1.5
16844;3;2024-12-22;1867;8;249;1;1;2.2;0.0;2.2;2.2;1.3;0.9
16845;1;2024-12-22;3030;8;288;1;1;6.5;0.0;6.5;6.5;4.2;2.3
16846;1;2024-12-22;1528;9;406;1;2;64.9;0.0;64.9;129.8;99.0;30.8
16847;1;2024-12-22;1613;9;42;1;1;13.2;0.0;13.2;13.2;9.1;4.1
16848;1;2024-12-22;2477;5;363;14;1;16.9;0.2;13.52;13.52;12.1;1.42
16849;1;2024-12-22;922;5;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16849;2;2024-12-22;922;5;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
16849;3;2024-12-22;922;5;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
16850;1;2024-12-22;2354;7;379;1;2;24.9;0.0;24.9;49.8;36.6;13.2
16851;1;2024-12-22;2950;13;45;1;3;59.9;0.0;59.9;179.7;132.6;47.1
16852;1;2024-12-22;1373;10;80;1;1;6.9;0.0;6.9;6.9;4.6;2.3
16853;1;2024-12-22;2343;8;55;1;1;8.4;0.0;8.4;8.4;5.6;2.8
16854;1;2024-12-22;809;14;204;1;3;4.9;0.0;4.9;14.7;9.3;5.4
16855;1;2024-12-22;807;14;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
16856;1;2024-12-22;3985;4;249;1;2;2.2;0.0;2.2;4.4;2.6;1.8
16857;1;2024-12-22;2919;7;283;1;2;32.9;0.0;32.9;65.8;49.6;16.2
16857;2;2024-12-22;2919;7;323;1;2;7.9;0.0;7.9;15.8;10.6;5.2
16858;1;2024-12-22;473;9;1;1;2;6.9;0.0;6.9;13.8;8.8;5.0
16859;1;2024-12-22;1529;7;404;1;2;58.9;0.0;58.9;117.8;89.6;28.2
16859;2;2024-12-22;1529;7;413;1;1;15.9;0.0;15.9;15.9;11.4;4.5
16860;1;2024-12-22;2005;7;158;1;2;16.9;0.0;16.9;33.8;23.6;10.2
16860;2;2024-12-22;2005;7;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
16860;3;2024-12-22;2005;7;85;1;1;8.2;0.0;8.2;8.2;5.5;2.7
16861;1;2024-12-23;2731;5;300;1;1;9.9;0.0;9.9;9.9;6.8;3.1
16862;1;2024-12-23;2790;7;270;1;4;3.5;;3.5;14.0;8.8;5.2
16863;1;2024-12-23;2290;13;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
16863;2;2024-12-23;2290;13;305;1;1;8.9;0.0;8.9;8.9;6.0;2.9
16863;3;2024-12-23;2290;13;313;1;4;9.9;0.0;9.9;39.6;27.2;12.4
16864;1;2024-12-23;4272;4;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
16864;2;2024-12-23;4272;4;133;1;1;19.9;0.0;19.9;19.9;13.8;6.1
16864;3;2024-12-23;4272;4;31;1;1;5.4;0.0;5.4;5.4;3.4;2.0
16865;1;2024-12-23;4506;11;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
16866;1;2024-12-23;2009;10;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
16867;1;2024-12-23;865;5;356;1;2;8.9;0.0;8.9;17.8;12.2;5.6
16868;1;2024-12-23;3359;2;382;1;1;19.9;0.0;19.9;19.9;14.6;5.3
16868;2;2024-12-23;3359;2;117;1;2;3.5;0.0;3.5;7.0;4.2;2.8
16869;1;2024-12-23;3132;5;74;1;1;7.4;0.0;7.4;7.4;5.0;2.4
16869;2;2024-12-23;3132;5;168;1;2;18.9;0.0;18.9;37.8;27.2;10.6
16870;1;2024-12-23;4458;4;2;14;1;31.9;0.2;25.52;25.52;23.8;1.72
16870;2;2024-12-23;4458;4;90;14;2;6.5;0.2;5.2;10.4;8.8;1.6
16871;1;2024-12-23;3240;11;437;1;3;16.9;0.0;16.9;50.7;35.4;15.3
16872;1;2024-12-23;4444;13;170;1;3;6.9;0.0;6.9;20.7;13.8;6.9
16872;2;2024-12-23;4444;13;194;1;2;4.9;0.0;4.9;9.8;6.4;3.4
16872;3;2024-12-23;4444;13;213;1;4;14.9;0.0;14.9;59.6;43.2;16.4
16872;4;2024-12-23;4444;13;2;1;2;31.9;0.0;31.9;63.8;47.6;16.2
16873;1;2024-12-23;4756;4;145;1;5;6.2;0.0;6.2;31.0;20.5;10.5
16873;2;2024-12-23;4756;4;132;1;2;7.9;0.0;7.9;15.8;10.2;5.6
16874;1;2024-12-23;2045;3;397;1;2;19.9;0.0;19.9;39.8;29.6;10.2
16875;1;2024-12-23;4884;14;202;1;1;4.2;0.0;4.2;4.2;2.7;1.5
16876;1;2024-12-23;4117;7;52;1;2;8.2;0.0;8.2;16.4;10.8;5.6
16877;1;2024-12-23;348;2;445;1;1;24.9;0.0;24.9;24.9;18.8;6.1
16878;1;2024-12-23;290;1;231;14;4;9.9;0.2;7.92;31.68;27.6;4.08
16879;1;2024-12-23;3501;4;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
16880;1;2024-12-23;4837;8;179;14;2;9.9;0.2;7.92;15.84;13.8;2.04
16880;2;2024-12-23;4837;8;192;14;1;5.9;0.2;4.72;4.72;3.9;0.82
16880;3;2024-12-23;4837;8;210;14;1;15.9;0.2;12.72;12.72;11.6;1.12
16881;1;2024-12-23;62;15;250;1;1;2.5;0.0;2.5;2.5;1.5;1.0
16882;1;2024-12-23;246;3;169;1;1;14.9;0.0;14.9;14.9;10.5;4.4
16882;2;2024-12-23;246;3;77;1;1;9.5;0.0;9.5;9.5;6.4;3.1
16882;3;2024-12-23;246;3;167;1;2;9.5;0.0;9.5;19.0;12.6;6.4
16882;4;2024-12-23;246;3;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
16883;1;2024-12-23;2737;1;209;1;1;21.9;0.0;21.9;21.9;16.4;5.5
16884;1;2024-12-23;1913;14;343;1;2;3.5;0.0;3.5;7.0;4.4;2.6
16885;1;2024-12-23;2951;1;12;1;2;6.8;0.0;6.8;13.6;8.6;5.0
16886;1;2024-12-23;4822;7;145;14;1;6.2;0.2;4.96;4.96;4.1;0.86
16887;1;2024-12-23;3785;4;240;1;1;10.5;0.0;10.5;10.5;7.2;3.3
16888;1;2024-12-23;3067;9;223;1;2;49.9;0.0;49.9;99.8;78.4;21.4
16889;1;2024-12-23;103;14;112;1;1;3.8;0.0;3.8;3.8;2.3;1.5
16889;2;2024-12-23;103;14;380;1;1;22.9;0.0;22.9;22.9;16.7;6.2
16889;3;2024-12-23;103;14;237;1;3;14.9;0.0;14.9;44.7;32.7;12.0
16890;1;2024-12-23;1119;12;427;1;1;12.9;0.0;12.9;12.9;8.9;4.0
16891;1;2024-12-23;1;7;356;1;3;8.9;0.0;8.9;26.7;18.3;8.4
16892;1;2024-12-23;584;14;250;1;1;2.5;0.0;2.5;2.5;1.5;1.0
16892;2;2024-12-23;584;14;155;1;2;4.5;0.0;4.5;9.0;5.8;3.2
16892;3;2024-12-23;584;14;260;1;1;3.2;0.0;3.2;3.2;2.0;1.2
16892;4;2024-12-23;584;14;252;1;1;6.9;0.0;6.9;6.9;4.7;2.2
16893;1;2024-12-23;2208;11;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
16894;1;2024-12-23;4552;7;127;1;1;23.9;0.0;23.9;23.9;16.5;7.4
16894;2;2024-12-23;4552;7;149;1;4;7.9;0.0;7.9;31.6;22.0;9.6
16895;1;2024-12-23;4503;2;2;1;1;31.9;0.0;31.9;31.9;23.8;8.1
16895;2;2024-12-23;4503;2;67;1;1;5.5;0.0;5.5;5.5;3.6;1.9
16895;3;2024-12-23;4503;2;91;1;1;7.2;0.0;7.2;7.2;4.9;2.3
16896;1;2024-12-23;3745;15;4;1;2;5.4;0.0;5.4;10.8;7.2;3.6
16896;2;2024-12-23;3745;15;41;1;2;12.5;0.0;12.5;25.0;17.4;7.6
16897;1;2024-12-23;4634;10;319;1;1;19.9;0.0;19.9;19.9;14.2;5.7
16898;1;2024-12-23;895;15;493;1;2;34.9;0.0;34.9;69.8;51.6;18.2
16899;1;2024-12-23;4977;10;6;14;1;6.5;0.2;5.2;5.2;4.1;1.1
16900;1;2024-12-23;1595;11;127;14;3;23.9;0.2;19.12;57.36;49.5;7.86
16901;1;2024-12-23;2117;7;190;1;1;3.5;0.0;3.5;3.5;2.2;1.3
16901;2;2024-12-23;2117;7;44;1;2;14.5;0.0;14.5;29.0;20.2;8.8
16902;1;2024-12-23;2304;11;144;1;1;7.2;0.0;7.2;7.2;4.9;2.3
16903;1;2024-12-23;4069;13;490;14;1;34.9;0.2;27.92;27.92;26.4;1.52
16903;2;2024-12-23;4069;13;298;14;2;7.9;0.2;6.32;12.64;10.4;2.24
16904;1;2024-12-23;3814;7;378;1;1;24.9;0.0;24.9;24.9;18.3;6.6
16904;2;2024-12-23;3814;7;247;1;1;12.9;0.0;12.9;12.9;9.2;3.7
16904;3;2024-12-23;3814;7;249;1;4;2.2;0.0;2.2;8.8;5.2;3.6
16905;1;2024-12-23;3184;4;272;1;1;3.9;0.0;3.9;3.9;2.5;1.4
16906;1;2024-12-23;2545;7;217;1;1;39.9;0.0;39.9;39.9;31.2;8.7
16907;1;2024-12-23;1495;13;110;14;2;8.9;0.2;7.12;14.24;11.4;2.84
16907;2;2024-12-23;1495;13;241;14;1;6.9;0.2;5.52;5.52;4.6;0.92
16908;1;2024-12-23;4298;1;141;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16909;1;2024-12-23;3007;7;233;1;1;7.9;0.0;7.9;7.9;5.3;2.6
16909;2;2024-12-23;3007;7;158;1;1;16.9;0.0;16.9;16.9;11.8;5.1
16910;1;2024-12-23;3946;9;128;14;2;15.9;0.2;12.72;25.44;21.6;3.84
16911;1;2024-12-23;1627;7;477;1;4;39.9;0.0;39.9;159.6;119.2;40.4
16912;1;2024-12-23;3769;15;268;1;2;2.5;0.0;2.5;5.0;3.0;2.0
16912;2;2024-12-23;3769;15;251;1;4;4.5;0.0;4.5;18.0;11.6;6.4
16913;1;2024-12-23;615;15;61;1;2;5.6;0.0;5.6;11.2;7.2;4.0
16914;1;2024-12-23;1035;5;40;1;2;23.9;0.0;23.9;47.8;34.6;13.2
16915;1;2024-12-23;4274;1;248;1;1;2.5;0.0;2.5;2.5;1.5;1.0
16916;1;2024-12-23;2324;3;56;1;1;7.9;0.0;7.9;7.9;5.2;2.7
16917;1;2024-12-23;1812;15;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16918;1;2024-12-23;2629;5;354;1;1;14.9;0.0;14.9;14.9;10.8;4.1
16919;1;2024-12-23;3725;11;236;1;3;9.9;0.0;9.9;29.7;20.7;9.0
16919;2;2024-12-23;3725;11;162;1;1;18.9;0.0;18.9;18.9;13.4;5.5
16920;1;2024-12-23;3277;1;92;1;2;8.1;0.0;8.1;16.2;11.2;5.0
16921;1;2024-12-24;2979;5;190;14;1;3.5;0.2;2.8;2.8;2.2;0.6
16921;2;2024-12-24;2979;5;48;14;2;11.9;0.2;9.52;19.04;16.4;2.64
16921;3;2024-12-24;2979;5;9;14;2;32.5;0.2;26.0;52.0;48.6;3.4
16922;1;2024-12-24;3605;7;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
16923;1;2024-12-24;314;13;425;1;2;18.9;0.0;18.9;37.8;27.6;10.2
16923;2;2024-12-24;314;13;402;1;1;39.9;0.0;39.9;39.9;29.8;10.1
16924;1;2024-12-24;2915;1;272;1;2;3.9;0.0;3.9;7.8;5.0;2.8
16925;1;2024-12-24;2856;2;485;1;1;24.9;0.0;24.9;24.9;18.2;6.7
16925;2;2024-12-24;2856;2;298;1;2;7.9;0.0;7.9;15.8;10.4;5.4
16926;1;2024-12-24;4348;5;119;1;1;8.9;0.0;8.9;8.9;5.6;3.3
16927;1;2024-12-24;1851;14;53;1;4;5.9;0.0;5.9;23.6;15.2;8.4
16928;1;2024-12-24;143;4;428;1;1;79.9;0.0;79.9;79.9;61.5;18.4
16929;1;2024-12-24;1147;7;330;14;1;24.9;0.2;19.92;19.92;18.2;1.72
16930;1;2024-12-24;2554;7;40;1;1;23.9;0.0;23.9;23.9;17.3;6.6
16931;1;2024-12-24;2053;4;340;1;3;20.9;0.0;20.9;62.7;45.3;17.4
16931;2;2024-12-24;2053;4;345;1;2;4.9;0.0;4.9;9.8;6.4;3.4
16931;3;2024-12-24;2053;4;367;1;1;24.9;0.0;24.9;24.9;18.6;6.3
16931;4;2024-12-24;2053;4;354;1;1;14.9;;14.9;14.9;10.8;4.1
16932;1;2024-12-24;3866;7;4;1;2;5.4;0.0;5.4;10.8;7.2;3.6
16933;1;2024-12-24;1516;4;141;1;1;4.5;0.0;4.5;4.5;2.9;1.6
16934;1;2024-12-24;2699;11;52;1;1;8.2;0.0;8.2;8.2;5.4;2.8
16934;2;2024-12-24;2699;11;84;1;4;9.9;0.0;9.9;39.6;27.2;12.4
16934;3;2024-12-24;2699;11;189;1;1;3.9;0.0;3.9;3.9;2.4;1.5
16935;1;2024-12-24;2011;3;3;1;1;34.9;0.0;34.9;34.9;26.2;8.7
16936;1;2024-12-24;4309;7;52;1;1;8.2;0.0;8.2;8.2;5.4;2.8
16937;1;2024-12-24;626;5;433;1;1;8.9;0.0;8.9;8.9;5.9;3.0
16938;1;2024-12-24;992;6;117;1;1;3.5;0.0;3.5;3.5;2.1;1.4
16939;1;2024-12-24;2056;1;30;1;1;4.7;0.0;4.7;4.7;2.8;1.9
16940;1;2024-12-24;2233;15;378;1;2;24.9;0.0;24.9;49.8;36.6;13.2
16940;2;2024-12-24;2233;15;242;1;1;8.9;0.0;8.9;8.9;6.0;2.9
